model_number,model_type,model_params,all_validation_scores,mean_validation_score,all_test_scores,mean_test_score
17,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.88, 0.68, 0.82, 0.77, 0.72, 0.8, 0.77, 0.75, 0.7, 0.63, 0.83, 0.83, 0.82, 0.75, 0.85, 0.82, 0.73, 0.73, 0.77, 0.72]",0.769,"[]",-
18,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 10}","[0.87, 0.67, 0.82, 0.72, 0.8, 0.8, 0.77, 0.77, 0.73, 0.63, 0.82, 0.82, 0.83, 0.75, 0.8, 0.82, 0.73, 0.77, 0.75, 0.7]",0.768,"[]",-
19,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 22}","[0.9, 0.68, 0.8, 0.75, 0.75, 0.8, 0.8, 0.73, 0.72, 0.65, 0.83, 0.83, 0.8, 0.77, 0.83, 0.78, 0.72, 0.77, 0.73, 0.73]",0.768,"[]",-
20,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 8}","[0.88, 0.72, 0.83, 0.73, 0.82, 0.8, 0.73, 0.78, 0.72, 0.67, 0.82, 0.8, 0.82, 0.75, 0.83, 0.8, 0.72, 0.72, 0.75, 0.67]",0.768,"[]",-
21,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 16}","[0.87, 0.73, 0.77, 0.7, 0.8, 0.82, 0.78, 0.77, 0.73, 0.63, 0.8, 0.82, 0.82, 0.72, 0.8, 0.82, 0.73, 0.77, 0.78, 0.7]",0.768,"[]",-
22,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 8}","[0.88, 0.67, 0.8, 0.75, 0.78, 0.8, 0.75, 0.78, 0.72, 0.67, 0.8, 0.82, 0.8, 0.78, 0.82, 0.83, 0.72, 0.75, 0.73, 0.7]",0.768,"[]",-
23,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 10}","[0.88, 0.68, 0.83, 0.75, 0.78, 0.8, 0.78, 0.78, 0.73, 0.65, 0.8, 0.8, 0.82, 0.75, 0.83, 0.77, 0.75, 0.72, 0.75, 0.7]",0.768,"[]",-
24,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 12}","[0.85, 0.7, 0.85, 0.77, 0.77, 0.78, 0.75, 0.77, 0.73, 0.65, 0.82, 0.82, 0.82, 0.75, 0.8, 0.82, 0.7, 0.73, 0.73, 0.72]",0.767,"[]",-
25,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 24}","[0.88, 0.7, 0.78, 0.77, 0.77, 0.8, 0.77, 0.77, 0.7, 0.63, 0.83, 0.8, 0.8, 0.73, 0.82, 0.83, 0.72, 0.75, 0.75, 0.73]",0.767,"[]",-
26,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 6}","[0.9, 0.65, 0.85, 0.75, 0.82, 0.8, 0.75, 0.78, 0.73, 0.67, 0.8, 0.78, 0.75, 0.8, 0.8, 0.82, 0.75, 0.73, 0.72, 0.68]",0.767,"[]",-
27,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 8}","[0.87, 0.7, 0.88, 0.73, 0.78, 0.78, 0.73, 0.77, 0.73, 0.63, 0.82, 0.77, 0.78, 0.78, 0.8, 0.83, 0.73, 0.75, 0.77, 0.7]",0.766,"[]",-
28,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 10}","[0.85, 0.7, 0.8, 0.75, 0.75, 0.82, 0.78, 0.77, 0.67, 0.65, 0.83, 0.8, 0.82, 0.75, 0.83, 0.8, 0.72, 0.78, 0.73, 0.72]",0.766,"[]",-
29,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 12}","[0.87, 0.68, 0.85, 0.77, 0.8, 0.78, 0.78, 0.75, 0.73, 0.63, 0.8, 0.82, 0.82, 0.72, 0.82, 0.8, 0.72, 0.73, 0.75, 0.7]",0.766,"[]",-
30,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 14}","[0.87, 0.7, 0.83, 0.72, 0.77, 0.82, 0.77, 0.77, 0.72, 0.67, 0.83, 0.82, 0.78, 0.73, 0.8, 0.82, 0.73, 0.72, 0.75, 0.7]",0.766,"[]",-
31,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 22}","[0.85, 0.68, 0.78, 0.73, 0.78, 0.83, 0.73, 0.77, 0.7, 0.65, 0.83, 0.83, 0.8, 0.77, 0.78, 0.8, 0.73, 0.77, 0.77, 0.72]",0.765,"[]",-
32,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 24}","[0.88, 0.7, 0.83, 0.75, 0.77, 0.8, 0.75, 0.75, 0.68, 0.65, 0.83, 0.83, 0.78, 0.75, 0.78, 0.82, 0.72, 0.75, 0.75, 0.72]",0.765,"[]",-
33,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 10}","[0.88, 0.7, 0.8, 0.72, 0.77, 0.8, 0.75, 0.78, 0.72, 0.67, 0.83, 0.8, 0.77, 0.73, 0.8, 0.8, 0.73, 0.78, 0.75, 0.7]",0.764,"[]",-
34,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 12}","[0.87, 0.7, 0.72, 0.77, 0.73, 0.8, 0.77, 0.75, 0.65, 0.67, 0.83, 0.8, 0.82, 0.75, 0.87, 0.85, 0.72, 0.73, 0.75, 0.7]",0.762,"[]",-
35,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.87, 0.7, 0.78, 0.72, 0.77, 0.78, 0.75, 0.77, 0.72, 0.65, 0.83, 0.82, 0.82, 0.73, 0.78, 0.82, 0.73, 0.75, 0.73, 0.73]",0.762,"[]",-
36,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 20}","[0.85, 0.68, 0.77, 0.75, 0.72, 0.8, 0.75, 0.75, 0.67, 0.67, 0.83, 0.83, 0.78, 0.75, 0.8, 0.82, 0.73, 0.75, 0.83, 0.72]",0.762,"[]",-
37,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 6}","[0.88, 0.63, 0.87, 0.75, 0.78, 0.77, 0.72, 0.77, 0.72, 0.65, 0.8, 0.77, 0.8, 0.8, 0.8, 0.83, 0.75, 0.72, 0.75, 0.68]",0.762,"[]",-
38,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 12}","[0.88, 0.75, 0.73, 0.78, 0.72, 0.8, 0.77, 0.75, 0.68, 0.65, 0.83, 0.78, 0.8, 0.73, 0.83, 0.82, 0.72, 0.75, 0.75, 0.72]",0.762,"[]",-
39,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 24}","[0.87, 0.68, 0.78, 0.75, 0.73, 0.83, 0.77, 0.75, 0.68, 0.65, 0.83, 0.82, 0.8, 0.73, 0.8, 0.83, 0.73, 0.75, 0.73, 0.72]",0.762,"[]",-
40,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 4}","[0.87, 0.75, 0.77, 0.77, 0.78, 0.78, 0.77, 0.77, 0.68, 0.68, 0.77, 0.78, 0.77, 0.8, 0.82, 0.8, 0.72, 0.75, 0.72, 0.68]",0.762,"[]",-
41,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 6}","[0.87, 0.68, 0.85, 0.73, 0.8, 0.78, 0.75, 0.75, 0.72, 0.65, 0.78, 0.77, 0.82, 0.78, 0.8, 0.82, 0.73, 0.72, 0.75, 0.68]",0.762,"[]",-
42,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 22}","[0.85, 0.68, 0.8, 0.72, 0.78, 0.78, 0.77, 0.78, 0.68, 0.65, 0.83, 0.83, 0.77, 0.73, 0.8, 0.8, 0.73, 0.75, 0.77, 0.72]",0.761,"[]",-
43,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.83, 0.68, 0.8, 0.75, 0.75, 0.8, 0.78, 0.78, 0.7, 0.63, 0.83, 0.82, 0.8, 0.75, 0.8, 0.8, 0.7, 0.77, 0.77, 0.68]",0.761,"[]",-
44,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 20}","[0.85, 0.67, 0.85, 0.72, 0.78, 0.78, 0.77, 0.78, 0.68, 0.65, 0.83, 0.82, 0.78, 0.72, 0.83, 0.78, 0.75, 0.73, 0.75, 0.7]",0.761,"[]",-
45,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 8}","[0.87, 0.75, 0.75, 0.75, 0.77, 0.78, 0.75, 0.77, 0.67, 0.65, 0.82, 0.8, 0.8, 0.75, 0.8, 0.8, 0.7, 0.75, 0.75, 0.72]",0.76,"[]",-
46,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 14}","[0.87, 0.7, 0.77, 0.75, 0.73, 0.8, 0.75, 0.75, 0.67, 0.67, 0.83, 0.83, 0.77, 0.75, 0.8, 0.82, 0.72, 0.75, 0.75, 0.72]",0.76,"[]",-
47,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 14}","[0.87, 0.7, 0.73, 0.77, 0.73, 0.78, 0.77, 0.77, 0.65, 0.68, 0.83, 0.78, 0.82, 0.75, 0.83, 0.82, 0.7, 0.72, 0.77, 0.7]",0.758,"[]",-
48,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 16}","[0.83, 0.7, 0.77, 0.73, 0.72, 0.8, 0.78, 0.77, 0.67, 0.68, 0.83, 0.8, 0.8, 0.73, 0.78, 0.8, 0.72, 0.77, 0.75, 0.73]",0.758,"[]",-
49,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 16}","[0.87, 0.7, 0.75, 0.75, 0.73, 0.83, 0.78, 0.75, 0.68, 0.68, 0.83, 0.82, 0.77, 0.73, 0.8, 0.82, 0.7, 0.72, 0.75, 0.7]",0.758,"[]",-
50,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 4}","[0.9, 0.65, 0.83, 0.75, 0.77, 0.75, 0.75, 0.77, 0.77, 0.67, 0.77, 0.73, 0.75, 0.82, 0.8, 0.8, 0.73, 0.7, 0.73, 0.7]",0.757,"[]",-
51,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 10}","[0.85, 0.7, 0.73, 0.78, 0.73, 0.8, 0.77, 0.73, 0.67, 0.68, 0.83, 0.78, 0.8, 0.73, 0.85, 0.82, 0.72, 0.75, 0.72, 0.7]",0.757,"[]",-
52,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 4}","[0.88, 0.73, 0.73, 0.77, 0.8, 0.78, 0.75, 0.73, 0.67, 0.68, 0.78, 0.78, 0.82, 0.77, 0.83, 0.78, 0.72, 0.75, 0.72, 0.67]",0.757,"[]",-
53,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 8}","[0.87, 0.72, 0.75, 0.78, 0.75, 0.8, 0.77, 0.73, 0.65, 0.68, 0.82, 0.8, 0.8, 0.73, 0.8, 0.78, 0.72, 0.75, 0.73, 0.7]",0.757,"[]",-
54,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 4}","[0.9, 0.65, 0.82, 0.75, 0.83, 0.75, 0.72, 0.77, 0.75, 0.62, 0.78, 0.73, 0.75, 0.78, 0.82, 0.8, 0.75, 0.7, 0.77, 0.68]",0.756,"[]",-
55,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 6}","[0.85, 0.72, 0.75, 0.75, 0.77, 0.78, 0.75, 0.77, 0.65, 0.67, 0.82, 0.8, 0.77, 0.73, 0.83, 0.83, 0.72, 0.75, 0.72, 0.68]",0.756,"[]",-
56,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 6}","[0.87, 0.7, 0.73, 0.75, 0.77, 0.8, 0.78, 0.73, 0.63, 0.67, 0.82, 0.8, 0.78, 0.77, 0.8, 0.78, 0.72, 0.77, 0.72, 0.72]",0.756,"[]",-
57,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 18}","[0.83, 0.7, 0.73, 0.75, 0.7, 0.83, 0.77, 0.73, 0.65, 0.68, 0.83, 0.82, 0.77, 0.73, 0.82, 0.83, 0.72, 0.7, 0.78, 0.72]",0.755,"[]",-
58,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 22}","[0.8, 0.7, 0.75, 0.73, 0.7, 0.82, 0.77, 0.77, 0.65, 0.68, 0.83, 0.83, 0.77, 0.73, 0.78, 0.8, 0.72, 0.73, 0.78, 0.73]",0.754,"[]",-
59,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 4}","[0.87, 0.65, 0.82, 0.73, 0.8, 0.78, 0.72, 0.77, 0.75, 0.63, 0.78, 0.73, 0.77, 0.82, 0.78, 0.8, 0.73, 0.7, 0.73, 0.7]",0.753,"[]",-
60,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 20}","[0.83, 0.7, 0.78, 0.75, 0.72, 0.82, 0.78, 0.72, 0.67, 0.67, 0.83, 0.82, 0.77, 0.72, 0.8, 0.8, 0.68, 0.72, 0.78, 0.7]",0.753,"[]",-
61,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 4}","[0.88, 0.63, 0.85, 0.75, 0.82, 0.78, 0.7, 0.77, 0.73, 0.63, 0.78, 0.73, 0.77, 0.8, 0.78, 0.78, 0.73, 0.7, 0.77, 0.68]",0.753,"[]",-
62,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 24}","[0.83, 0.7, 0.75, 0.75, 0.67, 0.82, 0.78, 0.7, 0.65, 0.67, 0.83, 0.83, 0.75, 0.75, 0.82, 0.82, 0.68, 0.72, 0.83, 0.7]",0.753,"[]",-
63,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 18}","[0.8, 0.68, 0.77, 0.73, 0.7, 0.8, 0.73, 0.73, 0.7, 0.67, 0.83, 0.82, 0.77, 0.73, 0.82, 0.82, 0.73, 0.73, 0.75, 0.73]",0.752,"[]",-
64,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 22}","[0.85, 0.7, 0.75, 0.75, 0.67, 0.82, 0.75, 0.72, 0.67, 0.67, 0.82, 0.82, 0.72, 0.7, 0.85, 0.83, 0.68, 0.72, 0.83, 0.72]",0.752,"[]",-
65,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 24}","[0.82, 0.72, 0.73, 0.72, 0.68, 0.8, 0.75, 0.73, 0.7, 0.67, 0.83, 0.83, 0.73, 0.68, 0.78, 0.8, 0.68, 0.75, 0.78, 0.72]",0.745,"[]",-
